property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_to_room_ratio
flat,gls arawali homes,sohna road,0.3,5291.0,567.000567000567,Super Built up area 567(52.68 sq.m.)Carpet area: 467 sq.ft. (43.39 sq.m.),2.0,2.0,2,10.0,,Relatively New,567.0,,467.0,0.0,0.0,0.0,0.0,0.0,1,42,283.5002835002835
flat,capital residences 360,sector 70a,1.51,7641.0,1976.181128124591,Super Built up area 1976(183.58 sq.m.),3.0,3.0,3,7.0,South-East,Relatively New,1976.0,,,0.0,1.0,0.0,0.0,0.0,1,49,658.727042708197
flat,bestech park view grand spa,sector 81,2.35,8834.0,2660.176590446004,Super Built up area 2660(247.12 sq.m.)Carpet area: 2354 sq.ft. (218.69 sq.m.),3.0,4.0,3+,10.0,North-West,Relatively New,2660.0,,2354.0,0.0,1.0,0.0,0.0,0.0,1,109,886.725530148668
house,independent,sector 12,3.71,19818.0,1872.0,Plot area 208(173.91 sq.m.),3.0,3.0,1,4.0,,Moderately Old,,1872.0,,0.0,0.0,0.0,1.0,0.0,1,0,624.0
flat,ansal heights 86,sector 86,1.05,5541.0,1894.9648077964264,Super Built up area 1895(176.05 sq.m.),3.0,3.0,3,9.0,North-East,Under Construction,1895.0,,,0.0,1.0,0.0,0.0,0.0,1,0,631.6549359321422
flat,capital residences 360,sector 70a,1.66,8400.0,1976.190476190476,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3+,8.0,East,New Property,1976.0,1900.0,1500.0,0.0,1.0,0.0,0.0,0.0,1,132,658.7301587301587
flat,dlf park place,sector 54,4.85,25866.0,1875.0483259877833,Super Built up area 1875(174.19 sq.m.),3.0,4.0,3+,25.0,South-East,Relatively New,1875.0,,,0.0,1.0,0.0,0.0,0.0,0,26,625.0161086625944
flat,hsiidc sidco aravali,manesar,0.91,3516.0,2588.1683731513085,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3.0,3.0,3+,8.0,East,Moderately Old,2588.0,1900.0,,0.0,1.0,0.0,0.0,0.0,1,23,862.7227910504362
flat,orris carnation residency,sector 85,0.88,5952.0,1478.494623655914,Super Built up area 1485(137.96 sq.m.),3.0,3.0,1,1.0,South,Relatively New,1485.0,,,0.0,0.0,0.0,0.0,0.0,1,65,492.831541218638
flat,sare homes,sector 92,0.6,5000.0,1200.0,Carpet area: 1200 (111.48 sq.m.),3.0,2.0,3,4.0,,Moderately Old,,,1200.0,0.0,0.0,0.0,0.0,0.0,0,49,400.0
flat,m3m skywalk,sector 74,1.57,11000.0,1427.2727272727273,Super Built up area 1424(132.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2.0,2.0,3+,10.0,South,Relatively New,1424.0,1300.0,1100.0,0.0,0.0,0.0,0.0,1.0,1,137,713.6363636363636
flat,m3m soulitude,sector 89,1.25,8784.0,1423.0418943533698,Super Built up area 1423(132.2 sq.m.),3.0,3.0,3,3.0,East,New Property,1423.0,,,1.0,0.0,0.0,0.0,1.0,1,61,474.34729811778993
flat,godrej,sector 79,2.0,8474.0,2360.160490913382,Super Built up area 2366(219.81 sq.m.)Built Up area: 1963 sq.ft. (182.37 sq.m.)Carpet area: 1629 sq.ft. (151.34 sq.m.),3.0,4.0,3+,9.0,East,Relatively New,2366.0,1963.0,1629.0,0.0,1.0,0.0,0.0,0.0,1,108,786.720163637794
flat,rof ananda,sector 95,0.55,5500.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 745 sq.ft. (69.21 sq.m.),3.0,2.0,2,14.0,East,New Property,1000.0,,745.0,1.0,0.0,0.0,0.0,0.0,2,30,333.3333333333333
flat,aipl zen residences,sector 70a,1.34,10276.0,1304.0093421564811,Super Built up area 1304(121.15 sq.m.),2.0,2.0,3+,17.0,East,New Property,1304.0,,,0.0,0.0,0.0,0.0,0.0,0,110,652.0046710782406
flat,m3m soulitude,sector 89,1.25,8784.0,1423.0418943533698,Built Up area: 1423 (132.2 sq.m.)Carpet area: 1190 sq.ft. (110.55 sq.m.),3.0,3.0,0,4.0,,Undefined,,1423.0,1190.0,0.0,0.0,0.0,0.0,0.0,1,61,474.34729811778993
flat,indiabulls enigma,sector 110,3.45,10147.0,3400.01971025919,Super Built up area 3400(315.87 sq.m.),4.0,4.0,3,9.0,North,Moderately Old,3400.0,,,0.0,1.0,0.0,0.0,0.0,0,125,850.0049275647975
house,sare crescent parc royal greens phase 1,sector 92,0.85,4877.0,1743.0,Built Up area: 1743 (161.93 sq.m.),4.0,4.0,3,4.0,,Undefined,,1743.0,,0.0,0.0,0.0,0.0,0.0,1,0,435.75
flat,emaar gurgaon greens,sector 102,1.4,13690.0,1022.6442658875092,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,7.0,East,Relatively New,1650.0,,1022.58,0.0,1.0,0.0,0.0,0.0,1,67,340.88142196250305
flat,antriksh heights,sector 84,0.9,4931.0,1825.1875887243968,Super Built up area 1825(169.55 sq.m.),3.0,3.0,3,11.0,South,Relatively New,1825.0,,,0.0,0.0,0.0,0.0,0.0,1,87,608.3958629081322
house,ansals palam vihar,sector 2,5.7,14729.0,3870.0,Plot area 430(359.53 sq.m.)Built Up area: 4550 sq.yards (3804.38 sq.m.)Carpet area: 4450 sq.yards (3720.77 sq.m.),5.0,5.0,2,2.0,North-East,Old Property,,4550.0,4450.0,0.0,0.0,0.0,1.0,0.0,2,94,774.0
house,eros rosewood city,sector 49,4.05,20769.0,1950.0,Plot area 1710(158.86 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),3.0,3.0,3,2.0,East,Moderately Old,,2000.0,1950.0,0.0,1.0,1.0,0.0,0.0,1,46,650.0
flat,unitech fresco,sector 50,1.88,10479.0,1794.0643191144193,Super Built up area 1794(166.67 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3+,14.0,North,Moderately Old,1794.0,1790.0,1450.0,0.0,0.0,0.0,0.0,1.0,0,174,598.0214397048064
house,vipul tatvam villa,sector 48,7.8,23145.0,3370.0,Plot area 360(301.01 sq.m.),4.0,4.0,3+,2.0,North-East,Relatively New,,3240.0,,1.0,1.0,1.0,1.0,0.0,0,145,842.5
flat,today callidora,sector 73,1.0,7692.0,1300.0520020800832,Carpet area: 1300 (120.77 sq.m.),2.0,2.0,2,13.0,,New Property,,,1300.0,0.0,0.0,0.0,0.0,0.0,1,0,650.0260010400416
flat,dlf new town heights,sector 90,1.42,4864.0,2919.407894736842,Super Built up area 2364(219.62 sq.m.),4.0,4.0,3+,8.0,East,Moderately Old,2364.0,,,0.0,1.0,1.0,0.0,0.0,1,31,729.8519736842105
flat,elan the presidential,sector 106,6.3,15384.0,4095.163806552262,Super Built up area 4095(380.44 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),5.0,6.0,3+,10.0,North-East,Under Construction,4095.0,,3500.0,0.0,0.0,0.0,0.0,0.0,0,62,819.0327613104524
flat,shapoorji pallonji joyville gurugram,sector 92,0.97,10601.0,915.0080181114988,Super Built up area 915(85.01 sq.m.),2.0,2.0,2,12.0,East,Relatively New,915.0,,,0.0,0.0,0.0,0.0,0.0,1,100,457.5040090557494
house,independent,sector 12,2.75,12343.0,2228.0,Built Up area: 2228 (206.99 sq.m.),6.0,6.0,2,2.0,,Undefined,,2228.0,,0.0,0.0,0.0,0.0,0.0,1,0,371.3333333333333
flat,satya element one,sector 49,0.8,11111.0,720.0072000720007,Built Up area: 720 (66.89 sq.m.),1.0,1.0,1,0.0,,Undefined,,720.0,,0.0,0.0,0.0,0.0,0.0,1,0,720.0072000720007
house,international city by sobha phase 2,sector 109,10.0,27778.0,3600.0,Plot area 400(334.45 sq.m.),4.0,5.0,3+,2.0,East,New Property,,3600.0,,1.0,1.0,0.0,1.0,1.0,0,49,900.0
house,sushant lok 1 builder floors,sector 43,2.45,7756.0,3159.0,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 351 sq.yards (293.48 sq.m.),4.0,4.0,3+,3.0,West,Moderately Old,,540.0,351.0,1.0,1.0,0.0,1.0,1.0,2,123,789.75
house,ats tourmaline,sector 109,1.87,8698.0,2150.0,Built Up area: 2150 (199.74 sq.m.),3.0,4.0,0,12.0,,Undefined,,2150.0,,0.0,0.0,0.0,0.0,0.0,1,0,716.6666666666666
flat,emaar gurgaon greens,sector 102,1.52,9212.0,1650.0217108119843,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,7.0,North-West,Relatively New,1650.0,,1022.58,0.0,1.0,0.0,0.0,0.0,0,137,550.0072369373281
flat,m3m heights,sector 65,1.95,16000.0,1218.75,Super Built up area 1261(117.15 sq.m.),2.0,2.0,3,16.0,,Under Construction,1261.0,,,0.0,0.0,0.0,0.0,0.0,1,44,609.375
flat,experion the heartsong,sector 108,1.2,6825.0,1758.241758241758,Super Built up area 1758(163.32 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,2.0,3+,11.0,North-East,Relatively New,1758.0,1550.0,1400.0,0.0,1.0,0.0,1.0,0.0,0,174,586.0805860805859
flat,paras quartier,gwal pahari,5.9,11028.0,5350.018135654697,Built Up area: 5350 (497.03 sq.m.),4.0,4.0,3+,0.0,,Moderately Old,,5350.0,,0.0,0.0,0.0,0.0,0.0,1,63,1337.5045339136743
flat,godrej icon,sector 88a,1.31,8100.0,1617.283950617284,Super Built up area 1617(150.22 sq.m.),2.0,2.0,3+,3.0,North-West,Relatively New,1617.0,,,1.0,0.0,0.0,0.0,0.0,1,102,808.641975308642
flat,godrej,sector 79,1.28,8504.0,1505.1740357478834,Super Built up area 1505(139.82 sq.m.),3.0,3.0,3,7.0,North-East,Relatively New,1505.0,,,0.0,0.0,0.0,0.0,0.0,1,158,501.7246785826278
flat,breez global hill view,sohna road,0.42,7174.0,585.4474491218289,Carpet area: 585.41 (54.39 sq.m.),2.0,2.0,1,18.0,,Relatively New,,,585.448521,0.0,0.0,0.0,0.0,0.0,1,44,292.72372456091443
flat,sobha smriti apartments,sector 56,0.5,8333.0,600.0240009600384,Carpet area: 600 (55.74 sq.m.),1.0,1.0,2,3.0,,Undefined,,,600.0,0.0,0.0,0.0,0.0,0.0,1,0,600.0240009600384
flat,ramsons kshitij,sector 95,0.45,4591.0,980.178610324548,Super Built up area 980(91.04 sq.m.),2.0,2.0,1,2.0,,Relatively New,980.0,,,1.0,0.0,0.0,0.0,0.0,1,89,490.089305162274
house,independent,sector 39,7.0,10000.0,7000.0,Plot area 350(32.52 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),10.0,11.0,3+,4.0,South-East,Relatively New,,7000.0,,0.0,0.0,0.0,1.0,0.0,2,38,700.0
flat,indiabulls enigma,sector 110,3.49,10264.0,3400.2338269680436,Super Built up area 3400(315.87 sq.m.),4.0,5.0,3,7.0,North-West,Relatively New,3400.0,,,0.0,1.0,0.0,0.0,0.0,1,165,850.0584567420109
house,independent,sector 7,1.35,4545.0,2970.0,Built Up area: 330 (30.66 sq.m.),4.0,5.0,0,3.0,,Undefined,,330.0,,0.0,0.0,0.0,0.0,0.0,1,0,742.5
flat,apna enclave,sector 3,0.5,7692.0,650.0260010400416,Carpet area: 650 (60.39 sq.m.),2.0,2.0,1,1.0,West,Old Property,,,650.0,0.0,0.0,0.0,0.0,0.0,0,37,325.0130005200208
flat,vatika the seven lamps,sector 82,1.0,6969.0,1434.9261013057828,Super Built up area 1435(133.32 sq.m.),2.0,2.0,2,14.0,,Relatively New,1435.0,,,1.0,0.0,0.0,0.0,1.0,1,69,717.4630506528914
flat,sobha city,sector 108,3.95,16858.0,2343.101198244157,Super Built up area 2343(217.67 sq.m.)Carpet area: 1512 sq.ft. (140.47 sq.m.),3.0,4.0,2,15.0,West,Relatively New,2343.0,,1512.0,0.0,1.0,0.0,0.0,0.0,1,49,781.0337327480523
house,independent,sohna road road,5.5,5093.0,10799.0,Plot area 1200(1003.35 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),3.0,3.0,3+,2.0,West,Moderately Old,,3500.0,,1.0,1.0,0.0,1.0,1.0,1,49,3599.6666666666665
flat,rof ananda,sector 95,0.26,6032.0,431.0344827586207,Super Built up area 431(40.04 sq.m.)Carpet area: 380.44 sq.ft. (35.34 sq.m.),1.0,1.0,1,8.0,North,New Property,431.0,,380.44,0.0,0.0,0.0,0.0,0.0,1,49,431.0344827586207
flat,godrej habitat,sector 3,1.2,8310.0,1444.043321299639,Super Built up area 1444(134.15 sq.m.),2.0,2.0,3,0.0,,Under Construction,1444.0,,,0.0,0.0,0.0,0.0,0.0,1,60,722.0216606498195
house,independent,sector 55,4.6,21296.0,2160.0,Plot area 240(200.67 sq.m.),3.0,3.0,3+,2.0,North,Old Property,,2160.0,,0.0,1.0,1.0,1.0,0.0,0,37,720.0
flat,signature global synera,sector 81,0.39,6500.0,600.0,Carpet area: 600 (55.74 sq.m.),2.0,2.0,2,6.0,South-West,Relatively New,,,600.0,0.0,0.0,0.0,0.0,0.0,1,37,300.0
flat,puri emerald bay,sector 104,1.58,9117.0,1733.0262147636283,Super Built up area 1700(157.94 sq.m.),2.0,3.0,3,11.0,North-East,Relatively New,1700.0,,,0.0,1.0,0.0,0.0,0.0,1,101,866.5131073818142
flat,aipl zen residences,sector 70a,1.25,9904.0,1262.1163166397416,Carpet area: 1262 (117.24 sq.m.),2.0,2.0,3,19.0,,Undefined,,,1262.0,0.0,0.0,0.0,0.0,0.0,1,0,631.0581583198708
flat,umang monsoon breeze,sector 78,0.88,4746.0,1854.1930046354823,Super Built up area 1854(172.24 sq.m.)Built Up area: 1668 sq.ft. (154.96 sq.m.)Carpet area: 1501 sq.ft. (139.45 sq.m.),3.0,4.0,3,8.0,North-West,Moderately Old,1854.0,1668.0,1501.0,0.0,1.0,0.0,1.0,0.0,1,111,618.0643348784942
flat,4s aradhya homes,sector 67a,1.9,8863.0,2143.7436533904997,Super Built up area 2200(204.39 sq.m.),4.0,4.0,3,3.0,,New Property,2200.0,,,0.0,0.0,0.0,0.0,0.0,0,62,535.9359133476249
flat,dlf the ultima,sector 90,2.5,11726.0,2132.0143271362786,Super Built up area 2132(198.07 sq.m.)Built Up area: 2130 sq.ft. (197.88 sq.m.)Carpet area: 2129 sq.ft. (197.79 sq.m.),3.0,3.0,2,4.0,South-East,Relatively New,2132.0,2130.0,2129.0,0.0,1.0,0.0,0.0,0.0,2,82,710.6714423787595
flat,ramprastha primera,sector 37d,1.2,13333.0,900.0225005625141,Carpet area: 900 (83.61 sq.m.),3.0,3.0,3,5.0,North-East,Relatively New,,,900.0,0.0,0.0,1.0,0.0,0.0,1,50,300.0075001875047
flat,godrej oasis,sector 88a,1.15,9856.0,1166.801948051948,Carpet area: 108.4,2.0,2.0,1,12.0,,New Property,,,108.4,1.0,0.0,0.0,0.0,0.0,1,79,583.400974025974
flat,bestech park view city,sector 49,3.0,12589.0,2383.032806418302,Super Built up area 2383(221.39 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4.0,4.0,3,5.0,North-East,Moderately Old,2383.0,2200.0,2000.0,0.0,1.0,0.0,1.0,0.0,0,141,595.7582016045754
flat,signature global city 63a,sector 63a,1.4,11336.0,1235.0035285815102,Carpet area: 1235 (114.74 sq.m.),2.0,2.0,2,3.0,East,Under Construction,,,1235.0,0.0,0.0,0.0,0.0,1.0,1,0,617.5017642907551
flat,emaar gurgaon greens,sector 102,1.45,14179.0,1022.6391141829466,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,10.0,North-East,Relatively New,1650.0,,1022.58,0.0,1.0,0.0,0.0,0.0,1,165,340.87970472764886
flat,emaar palm heights,sector 77,1.79,8839.0,2025.1159633442696,Super Built up area 2025(188.13 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1548 sq.ft. (143.81 sq.m.),3.0,3.0,3,1.0,North-East,New Property,2025.0,1600.0,1548.0,0.0,1.0,0.0,0.0,0.0,0,49,675.0386544480899
flat,ambience creacions,sector 22,3.2,11500.0,2782.608695652174,Super Built up area 2781(258.36 sq.m.),3.0,4.0,3+,2.0,North-East,New Property,2781.0,,,0.0,0.0,0.0,0.0,0.0,1,42,927.536231884058
flat,dlf the icon,sector 43,5.25,20388.0,2575.0441436138904,Super Built up area 2575(239.23 sq.m.)Built Up area: 2570 sq.ft. (238.76 sq.m.)Carpet area: 2560 sq.ft. (237.83 sq.m.),4.0,4.0,3,9.0,North,Old Property,2575.0,2570.0,2560.0,0.0,1.0,0.0,1.0,1.0,1,135,643.7610359034726
flat,pareena coban residences,sector 99a,1.02,8793.0,1160.013647219379,Super Built up area 1550(144 sq.m.)Built Up area: 1430 sq.ft. (132.85 sq.m.)Carpet area: 1160 sq.ft. (107.77 sq.m.),2.0,2.0,3,3.0,North,Relatively New,1550.0,1430.0,1160.0,1.0,0.0,0.0,0.0,0.0,1,174,580.0068236096895
flat,m3m skywalk,sector 74,1.6,9512.0,1682.085786375105,Super Built up area 1682(156.26 sq.m.)Carpet area: 1345 sq.ft. (124.95 sq.m.),2.0,2.0,2,26.0,South,Relatively New,1682.0,,1345.0,0.0,0.0,0.0,0.0,0.0,0,158,841.0428931875525
house,vipul tatvam villa,sector 48,6.4,24691.0,2592.0,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),3.0,4.0,3,2.0,North,Relatively New,,240.0,200.0,1.0,1.0,1.0,0.0,0.0,0,148,864.0
flat,tulip violet,sector 69,1.68,8348.0,2012.4580737901297,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,1.0,South-West,Relatively New,2010.0,,,0.0,0.0,0.0,1.0,0.0,1,102,503.1145184475324
flat,hcbs sports ville,sohna road,0.38,5067.0,749.9506611407144,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,2,9.0,East,Undefined,,750.0,650.0,0.0,0.0,0.0,0.0,0.0,1,0,374.9753305703572
flat,guru gram haryana cghs,sector 56,1.38,7225.0,1910.034602076124,Built Up area: 1910 (177.44 sq.m.),3.0,3.0,3,5.0,North,Moderately Old,,1910.0,,1.0,0.0,0.0,0.0,0.0,0,134,636.6782006920413
house,shivpuri,sector 7,2.4,8889.0,2700.0,Plot area 300(250.84 sq.m.),10.0,5.0,3,2.0,North,Old Property,,2700.0,,1.0,1.0,0.0,1.0,0.0,1,8,270.0
flat,tata primanti,sector 72,3.5,11428.0,3062.653132656633,Built Up area: 2625 (243.87 sq.m.),4.0,5.0,3+,16.0,East,Relatively New,,2625.0,,0.0,1.0,0.0,0.0,1.0,1,31,765.6632831641582
flat,assotech blith,sector 76,1.9,6702.0,2834.974634437481,Built Up area: 2835 (263.38 sq.m.),4.0,4.0,3+,2.0,North-East,Undefined,,2835.0,,0.0,0.0,0.0,0.0,0.0,1,51,708.7436586093703
flat,valley view estate,gwal pahari,0.38,6089.0,624.0762029889966,Super Built up area 624(57.97 sq.m.),1.0,1.0,1,11.0,,Moderately Old,624.0,,,0.0,0.0,0.0,0.0,0.0,1,42,624.0762029889966
flat,bestech park view residency,sector 2,0.55,8461.0,650.0413662687625,Super Built up area 650(60.39 sq.m.),1.0,1.0,2,7.0,North,Moderately Old,650.0,,,0.0,0.0,0.0,0.0,0.0,1,31,650.0413662687625
flat,experion the heartsong,sector 108,1.55,7738.0,2003.1015766347896,Super Built up area 2003(186.08 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3+,7.0,North-East,Relatively New,2003.0,1750.0,1550.0,0.0,1.0,0.0,1.0,0.0,0,174,667.7005255449299
house,independent,sector 3,0.9,8929.0,1008.0,Built Up area: 112 (10.41 sq.m.),3.0,3.0,0,2.0,,Undefined,,112.0,,0.0,0.0,0.0,0.0,0.0,1,0,336.0
flat,signature global solera 2,sector 107,0.5,8928.0,560.0358422939069,Carpet area: 560 (52.03 sq.m.),2.0,2.0,2,13.0,,New Property,,,560.0,0.0,0.0,0.0,0.0,0.0,1,8,280.0179211469534
flat,smriti apartment,sector 56,0.6,10000.0,600.0,Super Built up area 600(55.74 sq.m.),1.0,1.0,1,2.0,,Moderately Old,600.0,,,0.0,0.0,0.0,0.0,0.0,1,49,600.0
house,ansal heights,sector 92,2.75,9793.0,2808.0,Plot area 312(260.87 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.),4.0,4.0,3+,3.0,,Relatively New,,5000.0,,1.0,0.0,0.0,1.0,0.0,1,0,702.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9876.0,1265.6946132037262,Super Built up area 1215(112.88 sq.m.),2.0,2.0,2,0.0,East,Relatively New,1215.0,,,0.0,0.0,0.0,0.0,0.0,1,79,632.8473066018631
flat,signature andour heights,sector 71,0.37,8222.0,450.01216249087815,Built Up area: 450 (41.81 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),1.0,1.0,2,2.0,North-East,Relatively New,,450.0,366.48,0.0,0.0,0.0,0.0,0.0,1,65,450.01216249087815
flat,park view apartments,sector 15,1.6,11034.0,1450.063440275512,Carpet area: 1450 (134.71 sq.m.),3.0,3.0,3+,2.0,North-West,Moderately Old,,,1450.0,0.0,0.0,0.0,1.0,0.0,1,56,483.35448009183733
flat,signature global solera,sector 107,0.52,8062.0,645.0012403870007,Carpet area: 645 (59.92 sq.m.),3.0,2.0,2,5.0,East,Relatively New,,,645.0,0.0,0.0,0.0,0.0,1.0,1,15,215.00041346233357
flat,dlf the ultima,sector 81,2.2,10461.0,2103.0494216614093,Super Built up area 2103(195.38 sq.m.)Built Up area: 1570 sq.ft. (145.86 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,3+,5.0,East,Relatively New,2103.0,1570.0,1257.0,1.0,1.0,0.0,1.0,1.0,2,49,701.0164738871364
flat,m3m heights,sector 65,2.29,15980.0,1433.0413016270338,Carpet area: 1433 (133.13 sq.m.),2.0,2.0,3,8.0,,Under Construction,,,1433.0,1.0,0.0,0.0,0.0,0.0,1,15,716.5206508135169
flat,ansal maple crescent,sector 43,1.35,10037.0,1345.023413370529,Super Built up area 1345(124.95 sq.m.)Built Up area: 1320 sq.ft. (122.63 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,3,2.0,South,Old Property,1345.0,1320.0,1300.0,0.0,0.0,0.0,0.0,1.0,0,93,448.34113779017633
flat,m3m heights,sector 65,3.67,17990.0,2040.022234574764,Super Built up area 2040(189.52 sq.m.),3.0,3.0,2,27.0,,Under Construction,2040.0,,,0.0,1.0,0.0,0.0,0.0,1,43,680.0074115249214
flat,bestech park view grand spa,sector 81,2.29,8609.0,2660.006969450575,Super Built up area 2660(247.12 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,4.0,3+,10.0,North-East,Relatively New,2660.0,,2000.0,1.0,1.0,0.0,0.0,0.0,2,174,886.6689898168584
flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20664.0,963.0274874177312,Super Built up area 1349(125.33 sq.m.)Carpet area: 963 sq.ft. (89.47 sq.m.),2.0,2.0,2,14.0,South,New Property,1349.0,,963.0,0.0,0.0,0.0,0.0,0.0,1,152,481.5137437088656
flat,m3m heights,sector 65,1.9,13991.0,1358.015867343292,Built Up area: 1358 (126.16 sq.m.),2.0,2.0,2,40.0,,Undefined,,1358.0,,0.0,0.0,0.0,0.0,0.0,1,48,679.007933671646
flat,ats triumph,sector 104,2.6,8253.0,3150.369562583303,Super Built up area 3150(292.64 sq.m.),4.0,4.0,3+,12.0,South,Relatively New,3150.0,,,0.0,1.0,0.0,0.0,0.0,1,118,787.5923906458257
flat,hcbs sports ville,sohna road,0.25,4166.0,600.096015362458,Built Up area: 600 (55.74 sq.m.),1.0,1.0,1,12.0,,Relatively New,,600.0,,0.0,0.0,0.0,0.0,0.0,1,37,600.096015362458
house,dlf the grove,sector 54,5.7,23457.0,2430.0,Built Up area: 270 (25.08 sq.m.),4.0,4.0,0,1.0,,Undefined,,270.0,,0.0,0.0,0.0,0.0,0.0,1,46,607.5
house,independent,sector 43,9.5,42222.0,2250.0,Plot area 302(252.51 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),5.0,5.0,3+,2.0,North-East,Relatively New,,300.0,250.0,0.0,1.0,0.0,1.0,0.0,0,88,450.0
flat,dlf regal gardens,sector 90,1.8,7223.0,2492.039318842586,Super Built up area 2215(205.78 sq.m.),4.0,4.0,3+,7.0,South-West,Moderately Old,2215.0,,,0.0,0.0,0.0,0.0,0.0,1,38,623.0098297106465
flat,la vida by tata housing,sector 113,2.35,10599.0,2217.19030097179,Super Built up area 2217(205.97 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3.0,3.0,3,11.0,North-East,New Property,2217.0,2210.0,1720.0,0.0,1.0,0.0,0.0,0.0,1,174,739.0634336572633
flat,vatika gurgaon,sector 83,1.42,8875.0,1600.0,Super Built up area 2390(222.04 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4.0,4.0,3,7.0,South-West,Relatively New,2390.0,2000.0,1600.0,1.0,1.0,0.0,0.0,0.0,1,103,400.0
flat,tarc maceo,sector 91,0.95,5954.0,1595.5660060463554,Super Built up area 1310(121.7 sq.m.),2.0,2.0,2,10.0,East,Relatively New,1310.0,,,0.0,0.0,0.0,0.0,0.0,1,77,797.7830030231777
house,independent,sector 6,0.75,10519.0,713.0,Plot area 713(66.24 sq.m.),2.0,4.0,1,3.0,,Moderately Old,,713.0,,0.0,0.0,0.0,0.0,0.0,1,62,356.5
flat,eros wembley estate,sector 50,1.4,10174.0,1376.0566149007273,Super Built up area 1376(127.83 sq.m.),3.0,3.0,2,9.0,East,Relatively New,1376.0,,,0.0,0.0,1.0,0.0,0.0,0,117,458.6855383002424
flat,vatika gurgaon,sector 83,1.25,7812.0,1600.1024065540194,Super Built up area 2390(222.04 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4.0,4.0,3,12.0,South-West,Moderately Old,2390.0,,1600.0,0.0,1.0,0.0,0.0,0.0,1,103,400.02560163850484
house,independent,sector 38,8.0,25616.0,3123.0,Built Up area: 347 (32.24 sq.m.)Carpet area: 215 sq.ft. (19.97 sq.m.),10.0,10.0,3+,1.0,North,Undefined,,347.0,215.0,0.0,0.0,0.0,0.0,0.0,1,0,312.3
flat,ireo uptown,sector 66,1.85,12567.0,1472.1094931168934,Super Built up area 1472(136.75 sq.m.)Built Up area: 1470 sq.ft. (136.57 sq.m.)Carpet area: 1251 sq.ft. (116.22 sq.m.),2.0,3.0,3,16.0,South-East,Relatively New,1472.0,1470.0,1251.0,0.0,1.0,0.0,0.0,1.0,0,79,736.0547465584467
